,ServicingLenderName,Symbol
4365,NY Green Bank,0
4366,Puget Sound Refinery FCU,0
4367,"Pillar CU, Inc",INC
4368,Department of Commerce Federal Credit Union,0
4369,Muskogee FCU,0
4370,Lenco CU,0
4371,Nuvista FCU,0
4372,Expree CU,0
4373,Utica Gas & Electric Empl FCU,0
4374,West Branch Valley FCU,0
4375,The Bridgeway FCU,0
4376,Midland CU,0
4377,Timberline FCU,0
4378,Fond Du Lac CU,0
4379,Bethpage FCU,0
4380,Bank of Cattaraugus,0
4381,Community Resource FCU,0
4382,FivePoint CU,0
4383,Members Heritage CU,0
4384,Zeal CU,0
4385,Eastern Indiana FCU,0
4386,Alcoa Pittsburgh FCU,0
4387,Edge FCU,0
4388,Tri Cities CU,0
4389,Bessemer System FCU,0
4390,Orange County's CU,0
4391,The Fidelity State Bank and Trust Company,0
4392,Five Star of Maryland FCU,0
4393,Bank of New Cambria,0
4394,North Cambridge Co-Operative Bank,0
4395,705 FCU,0
4396,"Commerce Bancshares, Inc.",CBSH
4397,A C P E FCU,0
4398,Bluevine Capital Inc.,0
4399,Teamsters Council 37 FCU,0
4400,Mohawk Valley FCU,0
4401,South Side Community FCU,0
4402,New Bedford CU,0
4403,One Vision FCU,0
4404,High Peaks FCU,0
4405,"JPMorgan Chase Bank, National Association",JPM-PD
4406,"Bank of America, National Association",BAC
4407,"U.S. Bank, National Association",IUS2.DE
4408,"Wells Fargo Bank, National Association",AAADAXX
4409,Manufacturers and Traders Trust Company,0
4410,Frost Bank,CFR
4411,City National Bank,0
4412,The Huntington National Bank,0
4413,"PNC Bank, National Association",ZION
4414,Truist Bank,0
4415,"TD Bank, National Association",TD-PFK.TO
4416,BMO Harris Bank National Association,0
4417,Customers Bank,0
4418,KeyBank National Association,0
4419,"Zions Bank, A Division of",0
4420,Signature Bank,SBNY
4421,"Harvest Small Business Finance, LLC",BTM
4422,"Citibank, N.A.",C
4423,Cross River Bank,0
4424,City National Bank of Florida,0
4425,Prosperity Bank,0
4426,"Citizens Bank, National Association",FC6A.SG
4427,Loan Source Incorporated,0
4428,East West Bank,0
4429,First National Bank of Pennsylvania,0
4430,Hancock Whitney Bank,0
4431,Comerica Bank,0
4432,Pinnacle Bank,PPBN
4433,Regions Bank,0
4434,Atlantic Union Bank,AUB
4435,Fifth Third Bank,0
4436,Eastern Bank,EBC
4437,First-Citizens Bank & Trust Company,0
4438,Banco Popular de Puerto Rico,0
4439,Citizens Business Bank,0
4440,Umpqua Bank,0
4441,Seacoast National Bank,0
4442,Synovus Bank,0
4443,Mechanics Bank,MCHB
4444,Stellar Bank,0
4445,First Horizon Bank,0
4446,"Bremer Bank, National Association",ZION
4447,Pacific Western Bank,0
4448,Old National Bank,0
4449,FirstBank,0
4450,"SouthState Bank, National Association",ZION
4451,"Fulton Bank, National Association",ZION
4452,Valley National Bank,0
4453,Webster Bank National Association,0
4454,Washington Trust Bank,0
4455,Rockland Trust Company,0
4456,TowneBank,TOWN
4457,First Hawaiian Bank,0
4458,Dime Community Bank,0
4459,"Wintrust Bank, National Association",ZION
4460,Sandy Spring Bank,0
4461,BancFirst,BANF
4462,Farmers & Merchants Bank of Long Beach,FMBL
4463,Commerce Bank,0
4464,The Central Trust Bank,0
4465,CIBC Bank USA,0
4466,Heritage Bank,0
4467,Western Alliance Bank,0
4468,ServisFirst Bank,0
4469,"HSBC Bank USA, National Association",AAABOXX
4470,"First Financial Bank, National Association",FFIN
4471,Tri Counties Bank,0
4472,American Business Bank,AMBZ
4473,"Capital Plus Financial, LLC",BTM
4474,Banner Bank,0
4475,"Associated Bank, National Association",ZION
4476,PlainsCapital Bank,0
4477,United Community Bank,UCBI
4478,Bank of Southern California National Association,0
4479,Celtic Bank Corporation,0
4480,"Prestamos CDFI, LLC",BTM
4481,"Capital One, National Association",COF
4482,Simmons Bank,0
4483,Central Pacific Bank,0
4484,First Merchants Bank,0
4485,First Commonwealth Bank,0
4486,Centennial Bank,0
4487,Texas Capital Bank,0
4488,Mid Penn Bank,0
4489,Third Coast Bank SSB,0
4490,Sunwest Bank,0
4491,Ameris Bank,0
4492,Cadence Bank,CADE
4493,Cache Valley Bank,0
4494,Stock Yards Bank & Trust Company,0
4495,Mercantile Bank,MBWM
4496,Byline Bank,0
4497,Bank of Hawaii,BOH
4498,"BOKF, National Association",BOKF
4499,Busey Bank,0
4500,"Banc of California, National Association",BANC
4501,"BankUnited, National Association",BKU
4502,United Bank,UBSI
4503,Lake City Bank,0
4504,WebBank,0
4505,Arvest Bank,0
4506,Enterprise Bank & Trust,0
4507,Johnson Bank,0
4508,New York Business Development Corporation,0
4509,Independent Bank,INDB
4510,Coastal Community Bank,0
4511,First United Bank and Trust Company,0
4512,"NBT Bank, National Association",ZION
4513,Nicolet National Bank,0
4514,Bank of Colorado,ALPIB
4515,Fremont Bank,0
4516,"UMB Bank, National Association",ZION
4517,Univest Bank and Trust Co.,0
4518,1st Source Bank,0
4519,Glacier Bank,0
4520,Fountainhead SBF LLC,0
4521,MidFirst Bank,0
4522,Northrim Bank,0
4523,Itria Ventures LLC,0
4524,"Readycap Lending, LLC",BTM
4525,S & T Bank,STB.L
4526,The Park National Bank,0
4527,First National Bank Alaska,FBAK
4528,Amarillo National Bank,0
4529,Provident Bank,0
4530,Veritex Community Bank,0
4531,Santa Cruz County Bank,SCZC
4532,Premier Bank,0
4533,First Financial Bank,FFIN
4534,Live Oak Banking Company,0
4535,Bank of Marin,BMRC
4536,"Santander Bank, National Association",SPL.WA
4537,Lakeland Bank,0
4538,Washington Federal Bank,0
4539,Enterprise Bank and Trust Company,0
4540,The Bank of Tampa,0
4541,"American Savings Bank, FSB",9377.KL
4542,Bank of Hope,0
4543,Broadway National Bank,0
4544,The Canandaigua National Bank and Trust Company,0
4545,First National Bank of Omaha,0
4546,Origin Bank,0
4547,Renasant Bank,0
4548,Benworth Capital,0
4549,Heritage Bank of Commerce,0
4550,International Bank of Commerce,0
4551,"INTRUST Bank, National Association",ZION
4552,FirstBank Puerto Rico,0
4553,Old Second National Bank,0
4554,"Bank First, N.A.",BFC
4555,"Community Bank, National Association",CBU
4556,Peoples Bank,NWPP
4557,Tompkins Community Bank,0
4558,Farmers & Merchants Bank of Central California,0
4559,Bangor Savings Bank,0
4560,Columbia Bank,COLB
4561,Republic Bank & Trust Company,0
4562,ConnectOne Bank,0
4563,Bank of Ann Arbor,0
4564,The Fidelity Bank,0
4565,California Bank of Commerce,0
4566,First Interstate Bank,0
4567,United Business Bank,0
4568,Orrstown Bank,0
4569,First Bank,IDFCFIRSTB.NS
4570,Macatawa Bank,MCBC
4571,The American National Bank of Texas,0
4572,Alpine Bank,ALPIB
4573,"Dollar Bank, A Federal Savings Bank",0
4574,Bank Rhode Island,0
4575,Oriental Bank,0P0001985A.BO
4576,"Wilmington Savings Fund Society, FSB",9377.KL
4577,Central Bank & Trust Co.,0
4578,Liberty Bank,0
4579,Choice Financial Group,0
4580,Trustmark National Bank,0
4581,"Newtek Small Business Finance, Inc.",TSLA
4582,Stockman Bank of Montana,0
4583,Woodforest National Bank,0
4584,Community Bank of Mississippi,0
4585,Bell Bank,0
4586,Republic First Bank d/b/a Republic Bank,0
4587,Morton Community Bank,0
4588,German American Bank,0
4589,Mountain America FCU,0
4590,Centier Bank,0
4591,Union Bank and Trust Company,0
4592,Southside Bank,0
4593,"Wheaton Bank & Trust Company, National Association",ZION
4594,The National Bank of Indianapolis,0
4595,Wallis Bank,0
4596,Exchange Bank,EXSR
4597,First American Bank,0
4598,"American Bank, National Association",AMBK
4599,Five Star Bank,0
4600,River City Bank,RCBC
4601,Civista Bank,0
4602,"Home Bank, National Association",ZION
4603,Texas Security Bank,0
4604,"Village Bank and Trust, National Association",VBFC
4605,Firstrust Savings Bank,0
4606,Westamerica Bank,0
4607,Bank of Stockton,0
4608,First Business Bank,0
4609,The Farmers National Bank of Canfield,0
4610,Cambridge Savings Bank,0
4611,STAR Financial Bank,0
4612,D. L. Evans Bank,0
4613,Cathay Bank,0
4614,First Northern Bank of Dixon,0
4615,Commercial Bank of California,0
4616,Heartland Bank and Trust Company,0
4617,"First Mid Bank & Trust, National Association",ZION
4618,Texas Partners Bank,0
4619,Oak Valley Community Bank,0
4620,"CRF Small Business Loan Company, LLC",BTM
4621,Carrollton Bank,0
4622,WestStar Bank,0
4623,BankPlus,0
4624,"Horizon Bank, SSB",SSB
4625,First State Bank,0
4626,"Community Trust Bank, Inc.",TSLA
4627,Middlesex Savings Bank,0
4628,Oxford Bank,OXBC
4629,"Square Capital, LLC",OXSQ
4630,Northwest Bank,0
4631,"Lendistry SBLC, LLC",BTM
4632,Montecito Bank & Trust,0
4633,Salem Five Cents Savings Bank,0
4634,First International Bank & Trust,0
4635,The Cape Cod Five Cents Savings Bank,0
4636,First Security Bank,0
4637,"['JPMorgan Chase & Co.', 'Wells Fargo Bank, National Association', 'Signature Bank of Arkansas', 'Signature Bank, National Association']","['JPM', 'WFC', 'SBNY', 'SBNY']"
4638,"['JPMorgan Chase & Co.', 'Wells Fargo Bank, National Association', 'Signature Bank of Arkansas', 'Signature Bank, National Association']","['JPM', 'WFC', 'SBNY', 'SBNY']"
